Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,736,0,9600.0,8742.82125312364,391.2852529999782,14343.807149999975,76854.0,5.69243150220497,0.0,9600,10000,11000,11000,13000,13000,14000,14000,14000,14000,14000
GET,/post-detail,2598,0,9500.0,8726.078040373748,483.3497520000378,14262.772771000073,86390.01501154734,20.093664460228958,0.0,9500,10000,10000,11000,12000,13000,14000,14000,14000,14000,14000
,Aggregated,3334,0,9500.0,8729.774202516493,391.2852529999782,14343.807149999975,84284.88392321536,25.786095962433926,0.0,9500,10000,10000,11000,12000,13000,14000,14000,14000,14000,14000
